WeightFunctionType,Nodes,Edges,GR VC,RR VC,GR IS,RR IS,RR+
0,100,99,4038,4122,6060,6048,4122
0,100,148,4613,4587,5485,5557,4587
0,100,197,5391,5361,4720,4779,4779
0,100,246,5784,5848,4386,4296,4296
0,100,295,5810,5850,4388,4298,4298
0,100,344,6210,6238,4050,3914,3914
0,100,393,6493,6537,3753,3631,3631
0,100,442,6772,6832,3500,3352,3352
0,100,491,6972,7030,3438,3174,3174
0,100,540,7075,7129,3259,3081,3081
0,100,589,7164,7228,3192,2992,2992
0,100,638,7356,7426,3188,2824,2824
0,100,687,7374,7426,3088,2818,2818
0,100,736,7548,7624,2950,2654,2654
0,100,785,7546,7624,2984,2650,2650
0,100,834,7651,7723,2961,2563,2563
0,100,883,7752,7822,2940,2482,2482
0,100,932,7950,8020,2794,2326,2326
0,100,981,7954,8020,3026,2324,2324
0,100,1030,7964,8020,2806,2326,2326
0,100,1079,8142,8218,2730,2178,2178
0,100,1128,8170,8218,2656,2180,2180
0,100,1177,8156,8218,2770,2180,2180
0,100,1226,8245,8317,2733,2113,2113
0,100,1275,8255,8317,2777,2111,2111
0,100,1324,8271,8317,3091,2109,2109
0,100,1373,8346,8416,3044,2046,2046
0,100,1422,8346,8416,3082,2046,2046
0,100,1471,8346,8416,3140,2046,2046
0,100,1520,8441,8515,2961,1985,1985
0,100,1569,8451,8515,3031,1985,1985
0,100,1618,8560,8614,3056,1932,1932
0,100,1667,8552,8614,3158,1932,1932
0,100,1716,8641,8713,3261,1885,1885
0,100,1765,8629,8713,3433,1885,1885
0,100,1814,8641,8713,3295,1885,1885
0,100,1863,8832,8812,3098,1848,1848
0,100,1912,8732,8812,3456,1848,1848
0,100,1961,8825,8911,3299,1821,1821
0,100,2010,8831,8911,3535,1823,1823
0,100,2059,8827,8911,3389,1823,1823
0,100,2108,8934,9010,3656,1814,1814
0,100,2157,8932,9010,3720,1810,1810
0,100,2206,8922,9010,3600,1812,1812
0,100,2255,8924,9010,3384,1812,1812
0,100,2304,9025,9109,3947,1821,1812
0,100,2353,9025,9109,4079,1821,1812
0,100,2402,9027,9109,3549,1823,1814
0,100,2451,9027,9109,3735,1821,1812
0,100,2500,9023,9109,3677,1823,1812
0,100,2549,9031,9109,4341,1821,1812
0,100,2598,9023,9109,3727,1821,1810
0,100,2647,9114,9208,3740,1862,1812
0,100,2696,9116,9208,3746,1860,1812
0,100,2745,9222,9208,3774,1860,1810
0,100,2794,9221,9307,3919,1937,1810
0,100,2843,9237,9307,4137,1937,1812
0,100,2892,9219,9307,4877,1937,1812
0,100,2941,9227,9307,4277,1937,1812
0,100,2990,9221,9307,4469,1937,1812
0,100,3039,9219,9307,5093,1937,1810
0,100,3088,9213,9307,4619,1937,1810
0,100,3137,9219,9307,5133,1937,1810
0,100,3186,9237,9307,6069,1937,1810
0,100,3235,9237,9307,6069,1937,1810
0,100,3284,9237,9307,6335,1937,1810
0,100,3333,9237,9307,6473,1937,1810
0,100,3382,9237,9307,6473,1937,1810
0,100,3431,9237,9307,6505,1937,1810
0,100,3480,9237,9307,6519,1937,1810
0,100,3529,9237,9307,6645,1937,1810
0,100,3578,9326,9406,6990,2074,1810
0,100,3627,9326,9406,7146,2074,1810
0,100,3676,9326,9406,7146,2074,1810
0,100,3725,9411,9505,6025,2307,1810
0,100,3774,9425,9505,6367,2305,1810
0,100,3823,9425,9505,6397,2305,1810
0,100,3872,9425,9505,6249,2305,1810
0,100,3921,9425,9505,6367,2305,1810
0,100,3970,9425,9505,6489,2305,1810
0,100,4019,9413,9505,5919,2307,1810
0,100,4068,9510,9604,6842,2704,1810
0,100,4117,9610,9604,6719,2704,1810
0,100,4166,9610,9604,6770,2704,1810
0,100,4215,9610,9604,6897,2704,1810
0,100,4264,9516,9604,7414,2704,1810
0,100,4313,9510,9604,7578,2704,1810
0,100,4362,9510,9604,7578,2704,1810
0,100,4411,9516,9604,7386,2704,1810
0,100,4460,9516,9604,7896,2704,1810
0,100,4509,9516,9604,8050,2704,1810
0,100,4558,9516,9604,8370,2704,1810
0,100,4607,9609,9703,8449,3437,1810
0,100,4656,9609,9703,8959,3437,1810
0,100,4705,9609,9703,8781,3437,1810
0,100,4754,9609,9703,9517,3437,1810
0,100,4803,9609,9703,8965,3437,1810
0,100,4852,9609,9703,9145,3437,1810
0,100,4901,9704,9802,9420,5002,1810
0,100,4950,9901,9901,9420,9901,1810
