WeightFunctionType,Nodes,Edges,GR VC,RR VC,GR IS,RR IS,RR+
0,50,1009,4516,4604,2036,930,905
0,50,1021,4508,4604,1908,930,905
0,50,1033,4516,4604,1894,930,905
0,50,1045,4605,4703,2017,1037,905
0,50,1057,4609,4703,2017,1037,905
0,50,1069,4605,4703,1937,1037,905
0,50,1081,4609,4703,2089,1037,905
0,50,109,2645,2727,2379,2339,2339
0,50,1093,4605,4703,2007,1037,905
0,50,1105,4605,4703,2159,1037,905
0,50,1117,4609,4703,2159,1037,905
0,50,1129,4605,4703,2081,1037,905
0,50,1141,4605,4703,2245,1037,905
0,50,1153,4609,4703,2165,1037,905
0,50,1165,4609,4703,2165,1037,905
0,50,1177,4609,4703,2417,1037,905
0,50,1189,4609,4703,2509,1037,905
0,50,1201,4704,4802,2410,1352,905
0,50,121,2653,2727,2383,2339,2339
0,50,1213,4704,4802,2504,1352,905
0,50,1225,4801,4901,2501,2501,905
0,50,1237,4801,4901,2501,2501,905
0,50,133,2843,2925,2197,2149,2149
0,50,145,2952,3022,2092,2052,2052
0,50,157,3153,3119,1915,1957,1957
0,50,169,3059,3119,2035,1955,1955
0,50,181,3158,3218,1948,1862,1862
0,50,193,3337,3319,1804,1781,1781
0,50,205,3434,3416,1667,1682,1682
0,50,217,3431,3515,1697,1585,1585
0,50,229,3445,3515,1701,1585,1585
0,50,241,3636,3614,1474,1496,1496
0,50,253,3629,3713,1543,1411,1411
0,50,265,3625,3713,1551,1411,1411
0,50,277,3641,3713,1579,1409,1409
0,50,289,3643,3713,1595,1409,1409
0,50,301,3647,3713,1597,1407,1407
0,50,313,3828,3812,1418,1324,1324
0,50,325,3828,3812,1440,1326,1326
0,50,337,3828,3812,1492,1324,1324
0,50,349,3836,3812,1402,1326,1326
0,50,361,3835,3911,1445,1241,1241
0,50,373,3833,3911,1481,1241,1241
0,50,385,3839,3911,1427,1241,1241
0,50,397,4022,4010,1260,1162,1162
0,50,409,4020,4010,1252,1162,1162
0,50,421,4022,4010,1268,1162,1162
0,50,433,4032,4010,1284,1164,1164
0,50,445,4022,4010,1368,1162,1162
0,50,457,4117,4109,1231,1089,1089
0,50,469,4115,4109,1244,1089,1089
0,50,481,4133,4109,1209,1089,1089
0,50,49,2252,2248,2736,2828,2248
0,50,493,4017,4109,1405,1089,1089
0,50,505,4021,4109,1361,1089,1089
0,50,517,4021,4109,1409,1089,1089
0,50,529,4031,4109,1415,1089,1089
0,50,541,4122,4208,1340,1022,1022
0,50,553,4118,4208,1322,1022,1022
0,50,565,4118,4208,1362,1022,1022
0,50,577,4118,4208,1320,1022,1022
0,50,589,4130,4208,1334,1022,1022
0,50,601,4130,4208,1358,1022,1022
0,50,61,2341,2339,2631,2727,2339
0,50,613,4116,4208,1362,1024,1024
0,50,625,4116,4208,1362,1024,1024
0,50,637,4213,4307,1357,965,965
0,50,649,4211,4307,1315,967,967
0,50,661,4213,4307,1299,967,967
0,50,673,4211,4307,1317,965,965
0,50,685,4221,4307,1335,967,967
0,50,697,4221,4307,1355,967,967
0,50,709,4221,4307,1355,967,967
0,50,721,4225,4307,1395,967,967
0,50,73,2543,2529,2438,2529,2529
0,50,733,4225,4307,1451,967,967
0,50,745,4225,4307,1459,967,967
0,50,757,4225,4307,1501,967,967
0,50,769,4314,4406,1468,924,924
0,50,781,4314,4406,1468,924,924
0,50,793,4314,4406,1468,924,924
0,50,805,4312,4406,1412,926,926
0,50,817,4318,4406,1626,924,924
0,50,829,4318,4406,1626,924,924
0,50,841,4326,4406,1626,924,924
0,50,85,2550,2630,2452,2436,2436
0,50,853,4336,4406,1582,924,924
0,50,865,4336,4406,1582,924,924
0,50,877,4411,4505,1585,905,905
0,50,889,4411,4505,1627,905,905
0,50,901,4417,4505,1647,905,905
0,50,913,4417,4505,1647,905,905
0,50,925,4417,4505,1691,905,905
0,50,937,4413,4505,1625,907,907
0,50,949,4508,4604,1614,930,905
0,50,961,4508,4604,1820,930,905
0,50,97,2656,2632,2347,2438,2438
0,50,973,4508,4604,1726,930,905
0,50,985,4508,4604,1660,930,905
0,50,997,4516,4604,1970,930,905
