WeightFunctionType,Nodes,Edges,GR VC,RR VC,GR IS,RR IS,RR+
3,350,10109,31535,31535,3715,3815,3815
3,350,10719,31633,31733,3617,3617,3617
3,350,11329,31831,31931,3419,3419,3419
3,350,11939,31930,32030,3320,3320,3320
3,350,12549,32029,32129,3221,3221,3221
3,350,13159,32128,32228,3122,3122,3122
3,350,13769,32227,32327,3023,3023,3023
3,350,14379,32326,32426,2924,2924,2924
3,350,14989,32425,32525,2825,2825,2825
3,350,15599,32624,32624,2626,2726,2726
3,350,1569,23516,23516,11734,11834,11834
3,350,16209,32623,32723,2627,2627,2627
3,350,16819,32722,32822,2528,2528,2528
3,350,17429,32722,32822,2528,2528,2528
3,350,18039,32821,32921,2429,2429,2429
3,350,18649,32920,33020,2330,2330,2330
3,350,19259,32920,33020,2330,2330,2330
3,350,19869,33019,33119,2231,2231,2231
3,350,20479,33019,33119,2231,2231,2231
3,350,21089,33118,33218,2132,2132,2132
3,350,21699,33118,33218,2132,2132,2132
3,350,2179,25496,25496,9754,9854,9854
3,350,22309,33118,33218,2132,2132,2132
3,350,22919,33217,33317,2033,2033,2033
3,350,23529,33316,33416,1934,1934,1934
3,350,24139,33316,33416,1934,1934,1934
3,350,24749,33316,33416,1934,1934,1934
3,350,25359,33415,33515,1835,1835,1835
3,350,25969,33415,33515,1835,1835,1835
3,350,26579,33514,33614,1736,1736,1736
3,350,27189,33514,33614,1736,1736,1736
3,350,27799,33514,33614,1736,1736,1736
3,350,2789,26683,26783,8567,8567,8567
3,350,28409,33514,33614,1736,1736,1736
3,350,29019,33613,33713,1637,1637,1637
3,350,29629,33613,33713,1637,1637,1637
3,350,30239,33613,33713,1637,1637,1637
3,350,30849,33613,33713,1637,1637,1637
3,350,31459,33712,33812,1538,1538,1538
3,350,32069,33712,33812,1538,1538,1538
3,350,32679,33811,33911,1439,1439,1439
3,350,33289,33811,33911,1439,1439,1439
3,350,33899,33811,33911,1439,1439,1439
3,350,3399,27673,27773,7577,7577,7577
3,350,34509,33910,34010,1340,1340,1340
3,350,349,14210,14210,21040,21140,14210
3,350,35119,33910,34010,1340,1340,1340
3,350,35729,33910,34010,1340,1340,1340
3,350,36339,33910,34010,1340,1340,1340
3,350,36949,33910,34010,1340,1340,1340
3,350,37559,33910,34010,1340,1340,1340
3,350,38169,34009,34109,1241,1241,1241
3,350,38779,34009,34109,1241,1241,1241
3,350,39389,34009,34109,1241,1241,1241
3,350,39999,34108,34208,1142,1142,1142
3,350,4009,28267,28367,6983,6983,6983
3,350,40609,34108,34208,1142,1142,1142
3,350,41219,34108,34208,1142,1142,1142
3,350,41829,34108,34208,1142,1142,1142
3,350,42439,34108,34208,1142,1142,1142
3,350,43049,34108,34208,1142,1142,1142
3,350,43659,34108,34208,1142,1142,1142
3,350,44269,34108,34208,1142,1142,1142
3,350,44879,34207,34307,1043,1043,1043
3,350,45489,34307,34307,943,1043,1043
3,350,46099,34207,34307,1043,1043,1043
3,350,4619,28961,28961,6289,6389,6389
3,350,46709,34207,34307,1043,1043,1043
3,350,47319,34207,34307,1043,1043,1043
3,350,47929,34207,34307,1043,1043,1043
3,350,48539,34306,34406,944,944,944
3,350,49149,34306,34406,944,944,944
3,350,49759,34306,34406,944,944,944
3,350,50369,34306,34406,944,944,944
3,350,50979,34306,34406,944,944,944
3,350,51589,34306,34406,944,944,944
3,350,52199,34405,34505,845,845,845
3,350,5229,29356,29456,5894,5894,5894
3,350,52809,34405,34505,845,845,845
3,350,53419,34405,34505,845,845,845
3,350,54029,34405,34505,845,845,845
3,350,54639,34405,34505,845,845,845
3,350,55249,34405,34505,845,845,845
3,350,55859,34405,34505,845,845,845
3,350,56469,34405,34505,845,845,845
3,350,57079,34504,34604,746,746,746
3,350,57689,34504,34604,746,746,746
3,350,58299,34504,34604,746,746,746
3,350,5839,29852,29852,5398,5498,5498
3,350,58909,34603,34703,647,647,647
3,350,59519,34603,34703,647,647,647
3,350,60129,34603,34703,647,647,647
3,350,60739,34603,34703,647,647,647
3,350,6449,30148,30248,5102,5102,5102
3,350,7059,30545,30545,4705,4805,4805
3,350,7669,30742,30842,4508,4508,4508
3,350,8279,30940,31040,4310,4310,4310
3,350,8889,31138,31238,4112,4112,4112
3,350,9499,31336,31436,3914,3914,3914
3,350,959,20645,20645,14605,14705,14705
