WeightFunctionType,Nodes,Edges,GR VC,RR VC,GR IS,RR IS,RR+
2,100,1030,6305,6420,1206,726,726
2,100,1079,6603,6742,1254,702,702
2,100,1128,6631,6742,1180,704,704
2,100,1177,6617,6742,1294,704,704
2,100,1226,6769,6906,1322,702,702
2,100,1275,6779,6906,1366,700,700
2,100,1324,6795,6906,1680,698,698
2,100,1373,6935,7072,1700,702,698
2,100,1422,6935,7072,1738,702,698
2,100,1471,6935,7072,1796,702,696
2,100,148,2138,2112,3001,3082,2112
2,100,1520,7097,7240,1686,710,696
2,100,1569,7107,7240,1756,710,698
2,100,1618,7285,7410,1852,728,698
2,100,1667,7277,7410,1954,728,698
2,100,1716,7437,7582,2130,754,696
2,100,1765,7425,7582,2302,754,696
2,100,1814,7437,7582,2164,754,698
2,100,1863,7776,7756,2119,792,696
2,100,1912,7601,7756,2400,792,696
2,100,1961,7769,7932,2320,842,696
2,100,197,2900,2870,2236,2288,2288
2,100,2010,7775,7932,2556,844,696
2,100,2059,7771,7932,2410,844,698
2,100,2108,7955,8110,2756,914,696
2,100,2157,7953,8110,2820,910,696
2,100,2206,7943,8110,2700,912,696
2,100,2255,7945,8110,2484,912,698
2,100,2304,8125,8290,3128,1002,696
2,100,2353,8125,8290,3260,1002,696
2,100,2402,8127,8290,2730,1004,696
2,100,2451,8127,8290,2916,1002,698
2,100,246,3333,3412,1950,1860,1860
2,100,2500,8123,8290,2858,1004,696
2,100,2549,8131,8290,3522,1002,696
2,100,2598,8123,8290,2908,1002,696
2,100,2647,8295,8472,3004,1126,696
2,100,2696,8297,8472,3010,1124,696
2,100,2745,8486,8472,3123,1124,698
2,100,2794,8485,8656,3268,1286,696
2,100,2843,8501,8656,3486,1286,696
2,100,2892,8483,8656,4226,1286,696
2,100,2941,8491,8656,3626,1286,696
2,100,295,3359,3414,1952,1862,1862
2,100,2990,8485,8656,3818,1286,696
2,100,3039,8483,8656,4442,1286,696
2,100,3088,8477,8656,3968,1286,696
2,100,3137,8483,8656,4482,1286,696
2,100,3186,8501,8656,5418,1286,696
2,100,3235,8501,8656,5418,1286,696
2,100,3284,8501,8656,5684,1286,696
2,100,3333,8501,8656,5822,1286,696
2,100,3382,8501,8656,5822,1286,696
2,100,3431,8501,8656,5854,1286,696
2,100,344,3831,3882,1694,1558,1558
2,100,3480,8501,8656,5868,1286,696
2,100,3529,8501,8656,5994,1286,696
2,100,3578,8675,8842,6426,1510,696
2,100,3627,8675,8842,6582,1510,696
2,100,3676,8675,8842,6582,1510,696
2,100,3725,8847,9030,5550,1832,696
2,100,3774,8861,9030,5892,1830,696
2,100,3823,8861,9030,5922,1830,696
2,100,3872,8861,9030,5774,1830,696
2,100,3921,8861,9030,5892,1830,696
2,100,393,4189,4262,1478,1356,1356
2,100,3970,8861,9030,6014,1830,696
2,100,4019,8849,9030,5444,1832,696
2,100,4068,9035,9220,6458,2320,696
2,100,4117,9226,9220,6428,2320,696
2,100,4166,9226,9220,6479,2320,696
2,100,4215,9226,9220,6606,2320,696
2,100,4264,9041,9220,7030,2320,696
2,100,4313,9035,9220,7194,2320,696
2,100,4362,9035,9220,7194,2320,696
2,100,4411,9041,9220,7002,2320,696
2,100,442,4561,4656,1324,1176,1176
2,100,4460,9041,9220,7512,2320,696
2,100,4509,9041,9220,7666,2320,696
2,100,4558,9041,9220,7986,2320,696
2,100,4607,9225,9412,8158,3146,696
2,100,4656,9225,9412,8668,3146,696
2,100,4705,9225,9412,8490,3146,696
2,100,4754,9225,9412,9226,3146,696
2,100,4803,9225,9412,8674,3146,696
2,100,4852,9225,9412,8854,3146,696
2,100,4901,9413,9606,9224,4806,696
2,100,491,4833,4930,1338,1074,1074
2,100,4950,9802,9802,9226,9802,696
2,100,540,4975,5070,1200,1022,1022
2,100,589,5105,5212,1176,976,976
2,100,638,5385,5502,1264,900,900
2,100,687,5403,5502,1164,894,894
2,100,736,5673,5800,1126,830,830
2,100,785,5671,5800,1160,826,826
2,100,834,5827,5952,1190,792,792
2,100,883,5981,6106,1224,766,766
2,100,932,6291,6420,1194,726,726
2,100,981,6295,6420,1426,724,724
2,100,99,1659,1722,3660,3648,1722
