WeightFunctionType,Nodes,Edges,GR VC,RR VC,GR IS,RR IS,RR+
0,350,349,14444,14396,21106,21152,14396
0,350,959,20839,20657,15065,14845,14845
0,350,1569,23716,23516,12644,12112,12112
0,350,2179,25668,25496,11034,10306,10306
0,350,2789,26877,26783,10509,9183,9183
0,350,3399,27809,27773,9925,8373,8373
0,350,4009,28399,28367,10003,7921,7921
0,350,4619,29159,28961,9975,7487,7487
0,350,5229,29518,29456,10186,7160,7160
0,350,5839,29982,29852,9928,6922,6922
0,350,6449,30272,30248,10534,6714,6714
0,350,7059,30645,30545,10597,6579,6579
0,350,7669,30882,30842,10894,6470,6470
0,350,8279,31054,31040,11702,6412,6412
0,350,8889,31252,31238,12628,6372,6372
0,350,9499,31476,31436,12854,6346,6346
0,350,10109,31647,31535,12457,6339,6339
0,350,10719,31797,31733,14669,6353,6339
0,350,11329,31941,31931,13855,6391,6343
0,350,11939,32024,32030,14492,6422,6341
0,350,12549,32105,32129,16073,6459,6339
0,350,13159,32214,32228,16312,6510,6339
0,350,13769,32339,32327,16747,6567,6339
0,350,14379,32456,32426,16294,6644,6335
0,350,14989,32487,32525,17361,6731,6339
0,350,15599,32710,32624,17210,6834,6339
0,350,16209,32697,32723,21943,6953,6337
0,350,16819,32782,32822,21782,7094,6341
0,350,17429,32830,32822,20804,7092,6339
0,350,18039,32869,32921,22635,7259,6341
0,350,18649,32988,33020,25948,7450,6337
0,350,19259,32974,33020,23134,7450,6335
0,350,19869,33097,33119,23555,7671,6337
0,350,20479,33159,33119,24239,7671,6339
0,350,21089,33176,33218,26814,7928,6339
0,350,21699,33192,33218,27994,7928,6339
0,350,22309,33192,33218,29114,7928,6337
0,350,22919,33289,33317,28907,8227,6339
0,350,23529,33382,33416,30506,8574,6337
0,350,24139,33366,33416,29786,8578,6335
0,350,24749,33368,33416,30352,8576,6337
0,350,25359,33449,33515,29105,8985,6335
0,350,25969,33485,33515,30371,8985,6337
0,350,26579,33548,33614,31024,9466,6339
0,350,27189,33564,33614,32790,9464,6335
0,350,27799,33564,33614,33584,9464,6337
0,350,28409,33574,33614,34710,9466,6337
0,350,29019,33671,33713,36007,10039,6337
0,350,29629,33675,33713,40333,10037,6335
0,350,30239,33659,33713,37493,10037,6339
0,350,30849,33671,33713,38843,10037,6339
0,350,31459,33758,33812,39456,10724,6337
0,350,32069,33758,33812,41504,10724,6337
0,350,32679,33835,33911,43041,11549,6339
0,350,33289,33831,33911,42553,11549,6337
0,350,33899,33843,33911,45739,11549,6337
0,350,34509,33954,34010,43094,12562,6335
0,350,35119,33954,34010,48564,12562,6335
0,350,35729,33940,34010,54674,12562,6337
0,350,36339,33958,34010,52084,12564,6335
0,350,36949,33952,34010,50450,12560,6337
0,350,37559,33952,34010,51534,12560,6337
0,350,38169,34031,34109,60719,13821,6337
0,350,38779,34081,34109,59077,13821,6335
0,350,39389,34041,34109,57187,13821,6335
0,350,39999,34132,34208,56994,15422,6337
0,350,40609,34150,34208,58134,15422,6337
0,350,41219,34140,34208,60160,15422,6335
0,350,41829,34140,34208,62352,15422,6337
0,350,42439,34134,34208,60270,15422,6335
0,350,43049,34138,34208,59132,15422,6335
0,350,43659,34138,34208,61594,15422,6335
0,350,44269,34138,34208,64914,15422,6337
0,350,44879,34229,34307,75343,17507,6335
0,350,45489,34329,34307,73781,17507,6335
0,350,46099,34229,34307,76777,17507,6337
0,350,46709,34237,34307,76679,17507,6337
0,350,47319,34249,34307,72193,17507,6337
0,350,47929,34237,34307,79203,17507,6335
0,350,48539,34326,34406,81572,20324,6335
0,350,49149,34326,34406,76202,20324,6337
0,350,49759,34320,34406,78192,20324,6335
0,350,50369,34320,34406,80068,20324,6335
0,350,50979,34320,34406,80686,20324,6335
0,350,51589,34320,34406,81692,20324,6335
0,350,52199,34417,34505,89861,24305,6335
0,350,52809,34411,34505,88039,24305,6335
0,350,53419,34425,34505,89743,24305,6335
0,350,54029,34417,34505,98191,24305,6335
0,350,54639,34417,34505,100513,24305,6335
0,350,55249,34417,34505,102301,24307,6337
0,350,55859,34417,34505,104071,24307,6335
0,350,56469,34417,34505,104593,24305,6335
0,350,57079,34516,34604,108244,30330,6335
0,350,57689,34516,34604,112710,30330,6335
0,350,58299,34510,34604,104614,30330,6335
0,350,58909,34609,34703,109457,40437,6335
0,350,59519,34605,34703,117965,40437,6335
0,350,60129,34609,34703,117289,40437,6337
0,350,60739,34609,34703,118645,40437,6335
