WeightFunctionType,Nodes,Edges,GR VC,RR VC,GR IS,RR IS,RR+
2,750,101837,531547,532920,117626,27050,11460
2,750,104645,531545,532920,124240,27050,11460
2,750,107453,533003,534380,127486,28490,11460
2,750,110261,533005,534380,125184,28490,11460
2,750,113069,534445,535842,137448,30096,11460
2,750,115877,534437,535842,134984,30096,11460
2,750,118685,535949,537306,135136,31898,11460
2,750,11981,401117,402072,23326,16958,16958
2,750,121493,535917,537306,162954,31898,11460
2,750,124301,537375,538772,149262,33930,11460
2,750,127109,537357,538772,169716,33930,11460
2,750,129917,537375,538772,166206,33930,11460
2,750,132725,538847,540240,177456,36242,11460
2,750,135533,538835,540240,178766,36242,11460
2,750,138341,540289,541710,164946,38892,11460
2,750,141149,540303,541710,185460,38892,11460
2,750,143957,540317,541710,184796,38892,11460
2,750,146765,540293,541710,182118,38892,11460
2,750,14789,420287,421302,23304,14404,14404
2,750,149573,540293,541710,188418,38892,11460
2,750,152381,541801,543182,212734,41954,11460
2,750,155189,543235,544656,216376,45534,11460
2,750,157997,541801,543182,222458,41954,11460
2,750,160805,543235,544656,217754,45534,11460
2,750,163613,543235,544656,222878,45534,11460
2,750,166421,544729,546132,246008,49770,11460
2,750,169229,544745,546132,226326,49770,11460
2,750,172037,544705,546132,257654,49770,11460
2,750,174845,544689,546132,233232,49770,11460
2,750,17597,435915,437010,23266,12860,12860
2,750,177653,546173,547610,247248,54862,11460
2,750,180461,546155,547610,270962,54862,11460
2,750,183269,546155,547610,263928,54860,11460
2,750,186077,546167,547610,266940,54860,11460
2,750,188885,546165,547610,280168,54860,11460
2,750,191693,546165,547610,291738,54860,11460
2,750,194501,547625,549090,288992,61092,11460
2,750,197309,547653,549090,296466,61092,11460
2,750,200117,547665,549090,305192,61092,11460
2,750,202925,547665,549090,320450,61092,11460
2,750,20405,446483,447642,24794,12106,12106
2,750,205733,547665,549090,325806,61092,11460
2,750,208541,549131,550572,337488,68886,11460
2,750,211349,549131,550572,326330,68886,11460
2,750,214157,549111,550572,347744,68886,11460
2,750,216965,549107,550572,361420,68886,11460
2,750,219773,549107,550572,366976,68886,11460
2,750,222581,549107,550572,378600,68886,11460
2,750,225389,550601,552056,366188,78914,11460
2,750,228197,550601,552056,386912,78914,11460
2,750,231005,550601,552056,385990,78914,11460
2,750,23213,457233,458402,27908,11622,11622
2,750,233813,550601,552056,412094,78914,11460
2,750,236621,550601,552056,419152,78914,11460
2,750,239429,550601,552056,427430,78914,11460
2,750,242237,552085,553542,421200,92292,11460
2,750,245045,552085,553542,422620,92292,11460
2,750,247853,552085,553542,435092,92292,11460
2,750,250661,553561,555030,438570,111030,11460
2,750,253469,553561,555030,464692,111030,11460
2,750,256277,553561,555030,464576,111030,11460
2,750,259085,553561,555030,477272,111030,11460
2,750,26021,465421,466556,28160,11468,11468
2,750,261893,553561,555030,481124,111030,11460
2,750,264701,555041,556520,492132,139146,11460
2,750,267509,555041,556520,502650,139146,11460
2,750,270317,555041,556520,516270,139146,11460
2,750,273125,555041,556520,523230,139146,11460
2,750,275933,556525,558012,536058,186012,11460
2,750,278741,556525,558012,547658,186012,11460
2,750,28829,473561,474782,30468,11518,11460
2,750,31637,479065,480306,34090,11686,11460
2,750,34445,483237,484470,34520,11898,11460
2,750,3557,260730,260340,59763,58766,58766
2,750,37253,488797,490050,38064,12310,11460
2,750,40061,493021,494256,43198,12728,11460
2,750,42869,495829,497070,44446,13080,11460
2,750,45677,500037,501306,47902,13706,11460
2,750,48485,502877,504140,46510,14212,11460
2,750,51293,505697,506982,55966,14792,11460
2,750,54101,508545,509832,56850,15462,11460
2,750,56909,511478,511260,59521,15840,11460
2,750,59717,512789,514122,62062,16674,11460
2,750,62525,514233,515556,67898,17142,11460
2,750,6365,329970,329652,35871,32898,32898
2,750,65333,515685,516992,64406,17644,11460
2,750,68141,518507,519870,71912,18772,11460
2,750,70949,519973,521312,78476,19406,11460
2,750,73757,521391,522756,79532,20096,11460
2,750,749,90986,90878,201989,202834,90878
2,750,76565,521421,522756,81944,20096,11460
2,750,79373,522849,524202,88332,20842,11460
2,750,82181,524279,525650,89238,21654,11460
2,750,84989,525755,527100,96574,22546,11460
2,750,87797,527229,528552,97014,23516,11460
2,750,90605,527215,528552,100168,23514,11460
2,750,9173,372526,372240,27239,22302,22302
2,750,93413,528641,530006,109758,24576,11460
2,750,96221,530113,531462,110652,25752,11460
2,750,99029,531575,532920,109376,27050,11460
