WeightFunctionType,Nodes,Edges,GR VC,RR VC,GR IS,RR IS,RR+
0,200,10149,18853,18911,13699,4351,3620
0,200,10348,18885,18911,13689,4349,3620
0,200,10547,18853,18911,14479,4351,3620
0,200,10746,18853,18911,14829,4351,3620
0,200,10945,18954,19010,14410,4612,3624
0,200,11144,18942,19010,14420,4610,3624
0,200,11343,19053,19109,15311,4955,3620
0,200,11542,19035,19109,16811,4957,3620
0,200,11741,19033,19109,16329,4957,3620
0,200,1194,14436,14456,6646,5990,5990
0,200,11940,19033,19109,18669,4955,3620
0,200,12139,19150,19208,17662,5412,3620
0,200,12338,19126,19208,18522,5408,3620
0,200,12537,19126,19208,18344,5410,3622
0,200,12736,19126,19208,19414,5408,3622
0,200,12935,19230,19208,17616,5408,3620
0,200,13134,19221,19307,19117,6023,3622
0,200,13333,19229,19307,19677,6023,3622
0,200,13532,19229,19307,19701,6023,3620
0,200,13731,19237,19307,20965,6023,3620
0,200,1393,14952,14852,6132,5632,5632
0,200,13930,19219,19307,20549,6023,3620
0,200,14129,19215,19307,19771,6023,3620
0,200,14328,19219,19307,21173,6023,3620
0,200,14527,19237,19307,21497,6023,3620
0,200,14726,19221,19307,23587,6023,3620
0,200,14925,19221,19307,23635,6023,3620
0,200,15124,19221,19307,23981,6023,3620
0,200,15323,19336,19406,23646,6874,3620
0,200,15522,19336,19406,24664,6874,3620
0,200,15721,19318,19406,24460,6874,3620
0,200,1592,15165,15149,5977,5387,5387
0,200,15920,19326,19406,24690,6874,3620
0,200,16119,19336,19406,24978,6874,3620
0,200,16318,19336,19406,25454,6874,3620
0,200,16517,19417,19505,27915,8105,3622
0,200,16716,19425,19505,27275,8105,3620
0,200,16915,19425,19505,31037,8105,3622
0,200,17114,19425,19505,28097,8105,3620
0,200,17313,19411,19505,30769,8105,3622
0,200,17512,19417,19505,31139,8105,3620
0,200,17711,19417,19505,31453,8105,3620
0,200,1791,15650,15644,5844,4964,4964
0,200,17910,19516,19604,28008,10004,3620
0,200,18109,19516,19604,29178,10004,3620
0,200,18308,19516,19604,32642,10004,3622
0,200,18507,19516,19604,33720,10004,3620
0,200,18706,19510,19604,36170,10004,3620
0,200,18905,19510,19604,36526,10004,3620
0,200,19104,19609,19703,35351,13237,3620
0,200,19303,19609,19703,37189,13237,3620
0,200,19502,19609,19703,35725,13237,3620
0,200,19701,19609,19703,38329,13237,3620
0,200,199,8458,8426,11807,11890,8426
0,200,1990,15945,15941,5691,4729,4729
0,200,19900,19801,19901,39701,39701,3620
0,200,2189,16147,16139,5657,4579,4579
0,200,2388,16406,16436,5876,4362,4362
0,200,2587,16594,16634,5512,4220,4220
0,200,2786,16790,16832,5704,4088,4088
0,200,2985,16885,16931,5735,4031,4031
0,200,3184,16998,17030,6152,3972,3972
0,200,3383,17294,17228,5708,3862,3862
0,200,3582,17305,17327,6311,3817,3817
0,200,3781,17506,17426,6604,3772,3772
0,200,398,10911,10811,9489,9453,9453
0,200,3980,17507,17525,6433,3729,3729
0,200,4179,17590,17624,6386,3696,3696
0,200,4378,17733,17723,6287,3669,3669
0,200,4577,17779,17723,6553,3667,3667
0,200,4776,17861,17921,6513,3631,3631
0,200,4975,17879,17921,7353,3633,3633
0,200,5174,18066,18020,6970,3624,3624
0,200,5373,17998,18020,7310,3622,3622
0,200,5572,18073,18119,7193,3629,3620
0,200,5771,18183,18119,7403,3629,3622
0,200,597,12186,12082,8332,8202,8202
0,200,5970,18260,18218,7870,3646,3626
0,200,6169,18264,18218,8308,3646,3628
0,200,6368,18363,18317,8557,3673,3622
0,200,6567,18368,18416,8106,3720,3622
0,200,6766,18368,18416,8378,3720,3622
0,200,6965,18455,18515,10309,3785,3622
0,200,7164,18507,18515,10159,3785,3624
0,200,7363,18568,18614,10230,3878,3622
0,200,7562,18682,18614,10240,3874,3624
0,200,7761,18682,18614,10534,3874,3622
0,200,796,13089,12973,7613,7355,7355
0,200,7960,18663,18713,11509,3997,3624
0,200,8159,18643,18713,11131,3993,3622
0,200,8358,18659,18713,10705,3993,3622
0,200,8557,18687,18713,10803,3993,3620
0,200,8756,18786,18812,11770,4148,3622
0,200,8955,18732,18812,12318,4148,3620
0,200,9154,18762,18812,12458,4148,3622
0,200,9353,18766,18812,12154,4148,3622
0,200,9552,18774,18812,12594,4148,3622
0,200,9751,18849,18911,13647,4349,3624
0,200,995,13870,13862,6924,6524,6524
0,200,9950,18853,18911,13347,4351,3622
