WeightFunctionType,Nodes,Edges,GR VC,RR VC,GR IS,RR IS,RR+
1,200,10149,98498,99080,15236,5888,5888
1,200,10348,98530,99080,15226,5886,5886
1,200,10547,98498,99080,16016,5888,5888
1,200,10746,98498,99080,16366,5888,5888
1,200,10945,99123,99703,15712,5914,5888
1,200,11144,99111,99703,15722,5912,5886
1,200,11343,99746,100327,16388,6032,5886
1,200,11542,99728,100327,17888,6034,5886
1,200,11741,99726,100327,17406,6034,5886
1,200,1194,71104,71621,23587,22931,22931
1,200,11940,99726,100327,19746,6032,5886
1,200,12139,100368,100951,18525,6275,5886
1,200,12338,100344,100951,19385,6271,5886
1,200,12537,100344,100951,19207,6273,5886
1,200,12736,100344,100951,20277,6271,5886
1,200,12935,100973,100951,18278,6271,5886
1,200,13134,100964,101576,19779,6685,5886
1,200,13333,100972,101576,20339,6685,5886
1,200,13532,100972,101576,20363,6685,5886
1,200,13731,100980,101576,21627,6685,5886
1,200,1393,74110,74010,21084,20978,20978
1,200,13930,100962,101576,21211,6685,5886
1,200,14129,100958,101576,20433,6685,5886
1,200,14328,100962,101576,21835,6685,5886
1,200,14527,100980,101576,22159,6685,5886
1,200,14726,100964,101576,24249,6685,5886
1,200,14925,100964,101576,24297,6685,5886
1,200,15124,100964,101576,24643,6685,5886
1,200,15323,101605,102202,24121,7349,5886
1,200,15522,101605,102202,25139,7349,5886
1,200,15721,101587,102202,24935,7349,5886
1,200,1592,75324,75809,20146,19556,19556
1,200,15920,101595,102202,25165,7349,5886
1,200,16119,101605,102202,25453,7349,5886
1,200,16318,101605,102202,25929,7349,5886
1,200,16517,102213,102828,28219,8409,5886
1,200,16716,102221,102828,27579,8409,5886
1,200,16915,102221,102828,31341,8409,5886
1,200,17114,102221,102828,28401,8409,5886
1,200,17313,102207,102828,31073,8409,5886
1,200,17512,102213,102828,31443,8409,5886
1,200,17711,102213,102828,31757,8409,5886
1,200,1791,78323,78821,18094,17214,17214
1,200,17910,102839,103455,28162,10158,5886
1,200,18109,102839,103455,29332,10158,5886
1,200,18308,102839,103455,32796,10158,5886
1,200,18507,102839,103455,33874,10158,5886
1,200,18706,102833,103455,36324,10158,5886
1,200,18905,102833,103455,36680,10158,5886
1,200,19104,103460,104082,35380,13266,5886
1,200,19303,103460,104082,37218,13266,5886
1,200,19502,103460,104082,35754,13266,5886
1,200,19701,103460,104082,38358,13266,5886
1,200,199,36393,36361,55824,56384,36361
1,200,1990,80134,80636,16816,15854,15854
1,200,19900,104708,105337,39601,39601,5886
1,200,2189,81349,81849,16044,14966,14966
1,200,2388,83134,83673,15176,13662,13662
1,200,2587,84342,84892,14101,12809,12809
1,200,2786,85560,86114,13594,11978,11978
1,200,2985,86167,86726,13280,11576,11576
1,200,3184,86793,87338,13355,11175,11175
1,200,3383,88630,88564,11906,10392,10392
1,200,3582,88641,89178,12509,10015,10015
1,200,3781,89873,89793,12151,9643,9643
1,200,398,50210,50110,41889,42306,42306
1,200,3980,89874,90408,11980,9276,9276
1,200,4179,90473,91024,11613,8923,8923
1,200,4378,91133,91640,11198,8580,8580
1,200,4577,91696,91640,11153,8578,8578
1,200,4776,92296,92875,10806,7924,7924
1,200,4975,92314,92875,11646,7926,7926
1,200,5174,93539,93493,10664,7615,7615
1,200,5373,92952,93493,11301,7613,7613
1,200,5572,93546,94111,10887,7323,7323
1,200,5771,94175,94111,10805,7323,7323
1,200,597,57635,57531,34950,35258,35258
1,200,5970,94772,94730,10986,7048,7048
1,200,6169,94776,94730,11424,7048,7048
1,200,6368,95396,95350,11393,6789,6789
1,200,6567,95401,95970,10942,6556,6556
1,200,6766,95401,95970,11214,6556,6556
1,200,6965,96009,96591,12871,6347,6347
1,200,7164,96061,96591,12721,6347,6347
1,200,7363,96644,97212,12524,6172,6172
1,200,7562,97280,97212,12274,6168,6168
1,200,7761,97280,97212,12568,6168,6168
1,200,796,62880,62764,30352,30520,30520
1,200,7960,97261,97834,13543,6031,6031
1,200,8159,97241,97834,13165,6027,6027
1,200,8358,97257,97834,12739,6027,6027
1,200,8557,97285,97834,12837,6027,6027
1,200,8756,97907,98457,13551,5929,5929
1,200,8955,97853,98457,14099,5929,5929
1,200,9154,97883,98457,14239,5929,5929
1,200,9353,97887,98457,13935,5929,5929
1,200,9552,97895,98457,14375,5929,5929
1,200,9751,98494,99080,15184,5886,5886
1,200,995,67573,68058,26312,25912,25912
1,200,9950,98498,99080,14884,5888,5888
