WeightFunctionType,Nodes,Edges,GR VC,RR VC,GR IS,RR IS,RR+
0,10,10,507,505,407,505,505
0,10,11,507,505,407,505,505
0,10,12,407,505,507,505,505
0,10,13,407,505,507,505,505
0,10,14,507,505,409,505,505
0,10,15,510,604,412,410,410
0,10,16,510,604,414,410,410
0,10,17,510,604,414,410,410
0,10,18,606,604,320,410,410
0,10,19,606,604,314,410,410
0,10,20,606,604,314,410,410
0,10,21,606,604,320,410,410
0,10,22,606,604,320,410,410
0,10,23,606,604,320,410,410
0,10,24,703,703,220,317,317
0,10,25,705,703,229,317,317
0,10,26,703,703,237,317,317
0,10,27,705,703,229,317,317
0,10,28,703,703,229,317,317
0,10,29,703,703,237,317,317
0,10,30,705,703,237,317,317
0,10,31,705,703,249,317,317
0,10,32,709,703,249,317,317
0,10,33,709,703,249,317,317
0,10,34,802,802,149,232,232
0,10,35,804,802,149,234,234
0,10,36,804,802,149,234,234
0,10,37,804,802,149,234,234
0,10,38,804,802,149,234,234
0,10,39,804,802,149,234,234
0,10,40,704,802,250,234,234
0,10,41,704,802,264,232,232
0,10,42,704,802,264,232,232
0,10,43,704,802,264,232,232
0,10,44,704,802,264,232,232
0,10,45,801,901,181,181,181
0,10,9,507,507,407,507,507
